1e-09	0 0 0
3e-09	0 0 0
7.000000000000001e-09	0 0 0
1.5e-08	0 0 0
3.1e-08	0 0 0
4.723973714611049e-08	0 0 0
6.347947429222097e-08	0 0 0
7.971921143833146e-08	0 0 0
9.595894858444195e-08	0 0 0
1.121986857305524e-07	0 0 0
1.284384228766629e-07	0 0 0
1.446781600227734e-07	0 0 0
1.609178971688839e-07	0 0 0
1.771576343149943e-07	0 0 0
1.933973714611048e-07	0 0 0
2.096371086072153e-07	0 0 0
2.258768457533258e-07	0 0 0
2.421165828994363e-07	0 0 0
2.583563200455467e-07	0 0 0
2.745960571916572e-07	0 0 0
2.908357943377677e-07	0 0 0
3.070755314838782e-07	0 0 0
3.233152686299886e-07	0 0 0
3.395550057760991e-07	0 0 0
3.557947429222096e-07	0 0 0
3.720344800683201e-07	0 0 0
3.882742172144305e-07	0 0 0
4.04513954360541e-07	0 0 0
4.207536915066515e-07	0 0 0
4.36993428652762e-07	0 0 0
4.532331657988724e-07	0 0 0
4.694729029449829e-07	0 0 0
4.857126400910934e-07	0 0 0
5.019523772372039e-07	0 0 0
5.181921143833144e-07	0 0 0
5.34431851529425e-07	0 0 0
5.506715886755355e-07	0 0 0
5.66911325821646e-07	0 0 0
5.831510629677565e-07	0 0 0
5.993908001138671e-07	0 0 0
6.156305372599776e-07	0 0 0
6.318702744060881e-07	0 0 0
6.481100115521987e-07	0 0 0
6.643497486983092e-07	0 0 0
6.805894858444197e-07	0 0 0
6.968292229905302e-07	0 0 0
7.130689601366408e-07	0 0 0
7.293086972827513e-07	0 0 0
7.455484344288618e-07	0 0 0
7.617881715749723e-07	0 0 0
7.780279087210829e-07	0 0 0
7.942676458671934e-07	0 0 0
8.105073830133039e-07	0 0 0
8.267471201594145e-07	0 0 0
8.42986857305525e-07	0 0 0
8.592265944516355e-07	0 0 0
8.75466331597746e-07	0 0 0
8.917060687438566e-07	0 0 0
9.079458058899671e-07	0 0 0
9.241855430360776e-07	0 0 0
9.404252801821881e-07	0 0 0
9.566650173282987e-07	0 0 0
9.729047544744091e-07	0 0 0
9.891444916205195e-07	0 0 0
1.00538422876663e-06	0 0 0
1.02162396591274e-06	0 0 0
1.037863703058851e-06	0 0 0
1.054103440204961e-06	0 0 0
1.070343177351072e-06	0 0 0
1.086582914497182e-06	0 0 0
1.102822651643292e-06	0 0 0
1.119062388789403e-06	0 0 0
1.135302125935513e-06	0 0 0
1.151541863081624e-06	0 0 0
1.167781600227734e-06	0 0 0
1.184021337373845e-06	0 0 0
1.200261074519955e-06	0 0 0
1.216500811666065e-06	0 0 0
1.232740548812176e-06	0 0 0
1.248980285958286e-06	0 0 0
1.265220023104397e-06	0 0 0
1.281459760250507e-06	0 0 0
1.297699497396618e-06	0 0 0
1.313939234542728e-06	0 0 0
1.330178971688838e-06	0 0 0
1.346418708834949e-06	0 0 0
1.362658445981059e-06	0 0 0
1.37889818312717e-06	0 0 0
1.39513792027328e-06	0 0 0
1.41137765741939e-06	0 0 0
1.427617394565501e-06	0 0 0
1.443857131711611e-06	0 0 0
1.460096868857722e-06	0 0 0
1.476336606003832e-06	0 0 0
1.492576343149943e-06	0 0 0
1.508816080296053e-06	0 0 0
1.525055817442163e-06	0 0 0
1.541295554588274e-06	0 0 0
1.556827623730552e-06	0 0 0
1.572247787705471e-06	0 0 0
1.587615458697988e-06	0 0 0
1.602861496498301e-06	0 0 0
1.618086054417913e-06	0 0 0
1.633329196185074e-06	0 0 0
1.64856556060515e-06	0 0 0
1.663808151676979e-06	0 0 0
1.678997845571351e-06	0 0 0
1.694159451543673e-06	0 0 0
1.709320720545616e-06	0 0 0
1.724510362126617e-06	0 0 0
1.73975636024276e-06	0 0 0
1.755084649845597e-06	0 0 0
1.770467906584265e-06	0 0 0
1.785893960243318e-06	0 0 0
1.801283227752728e-06	0 0 0
1.816587324696029e-06	0 0 0
1.831868036616984e-06	0 0 0
1.847178958197485e-06	0 0 0
1.862554489511144e-06	0 0 0
1.877911823545465e-06	0 0 0
1.893209851863886e-06	0 0 0
1.90848595797979e-06	0 0 0
1.923772586346046e-06	0 0 0
1.93909307807239e-06	0 0 0
1.954460712653906e-06	0 0 0
1.969847464787856e-06	0 0 0
1.985189557395493e-06	0 0 0
2.000529109061484e-06	0 0 0
2.015906957939488e-06	0 0 0
2.031271090565034e-06	0 0 0
2.046576055149729e-06	0 0 0
2.0618589184604e-06	0 0 0
2.077154318150091e-06	0 0 0
2.092488443530855e-06	0 0 0
2.107777486578175e-06	0 0 0
2.123029692034753e-06	0 0 0
2.138255329478951e-06	0 0 0
2.153471233418217e-06	0 0 0
2.168693497327459e-06	0 0 0
2.183936697277145e-06	0 0 0
2.199213041542529e-06	0 0 0
2.214528248756195e-06	0 0 0
2.229865965822003e-06	0 0 0
2.24521768451377e-06	0 0 0
2.260547957568311e-06	0 0 0
2.275865681919168e-06	0 0 0
2.291197862673684e-06	0 0 0
2.306553862372771e-06	0 0 0
2.32193394156172e-06	0 0 0
2.337330482851712e-06	0 0 0
2.352731459802045e-06	0 0 0
2.36812540424491e-06	0 0 0
2.383504996866441e-06	0 0 0
2.398867365757011e-06	0 0 0
2.414218670689685e-06	0 0 0
2.429576921798317e-06	0 0 0
2.444954214085063e-06	0 0 0
2.460343245718864e-06	0 0 0
2.475720184835149e-06	0 0 0
2.491140414065515e-06	0 0 0
2.506570668890842e-06	0 0 0
2.521976140547382e-06	0 0 0
2.53738130187951e-06	0 0 0
2.552793349971757e-06	0 0 0
2.568139625786208e-06	0 0 0
2.58348652170619e-06	0 0 0
2.598829130533738e-06	0 0 0
2.614143170570422e-06	0 0 0
2.629442456404044e-06	0 0 0
2.644721260782979e-06	0 0 0
2.659982041708747e-06	0 0 0
2.675294814809339e-06	0 0 0
2.690640664182066e-06	0 0 0
2.705991249561105e-06	0 0 0
2.721357030541533e-06	0 0 0
2.73675049238544e-06	0 0 0
2.752112635467721e-06	0 0 0
2.767440775667115e-06	0 0 0
2.782834810413913e-06	0 0 0
2.798297219963957e-06	0 0 0
2.813771804078262e-06	0 0 0
2.8292325270738e-06	0 0 0
