            412
             id           type       radius_a       radius_b       radius_c     position_x     position_y     position_z       axle_a_x       axle_a_y       axle_a_z       axle_b_x       axle_b_y       axle_b_z       axle_c_x       axle_c_y       axle_c_z     velocity_x     velocity_y     velocity_z         omga_x         omga_y         omga_z        force_x        force_y        force_z       moment_x       moment_y       moment_z
            249              0   1.150000e+00   5.000000e-01   6.900000e-01   5.982293e+01   0.000000e+00   1.280160e+01   4.128154e-01   1.570796e+00   1.157981e+00   1.570796e+00   4.619360e-07   1.570796e+00   1.983611e+00   1.570796e+00   4.128147e-01  -2.780853e-01   0.000000e+00  -5.729136e-02   0.000000e+00  -1.212142e-01   0.000000e+00  -4.795581e+04   0.000000e+00   3.404926e+04  -1.302160e-01  -4.697892e+04   5.915820e-02
            249              0   5.750000e-01   5.000000e-01   3.450000e-01   7.518997e+01   0.000000e+00   9.181856e+00   2.133339e+00   1.570796e+00   2.579050e+00   1.570796e+00   4.619360e-07   1.570796e+00   5.625434e-01   1.570796e+00   2.133340e+00  -2.531741e-01   0.000000e+00   1.951967e-01   0.000000e+00   1.564512e-01   0.000000e+00   6.424259e+04   0.000000e+00   4.100928e+04   1.354109e-02   2.032086e+03  -4.790882e-03
            435              0   5.750000e-01   5.000000e-01   3.450000e-01   6.178185e+01   0.000000e+00   9.813399e+00   2.662887e-01   1.570796e+00   1.304508e+00   1.570794e+00   2.678481e-06   1.570795e+00   1.837085e+00   1.570796e+00   2.662888e-01  -1.514424e-01   0.000000e+00  -1.501507e-01   0.000000e+00   2.441272e-01   0.000000e+00  -5.226229e+03   0.000000e+00   2.143362e+04   1.163587e-02  -3.674260e+03  -9.333923e-03
            249              0   1.150000e+00   5.000000e-01   6.900000e-01   8.912588e+01   0.000000e+00   8.876629e+00   2.284679e+00   1.570796e+00   2.427710e+00   1.570797e+00   9.520431e-07   1.570797e+00   7.138811e-01   1.570796e+00   2.284677e+00  -1.022981e+00   0.000000e+00  -5.720506e-01   0.000000e+00  -3.093222e-01   0.000000e+00   0.000000e+00   0.000000e+00  -4.315961e+04   0.000000e+00   0.000000e+00   0.000000e+00
            435              0   1.150000e+00   5.000000e-01   6.900000e-01   7.940610e+01   0.000000e+00   9.394215e+00   1.672986e+00   1.570796e+00   3.039403e+00   1.570798e+00   1.704800e-06   1.570796e+00   1.021894e-01   1.570796e+00   1.672986e+00  -4.846876e-01   0.000000e+00   5.243663e-01   0.000000e+00   1.921314e-01   0.000000e+00   1.404922e+05   0.000000e+00  -6.134434e+04   7.792870e-01   2.856391e+03   8.257812e-01
            435              0   5.750000e-01   5.000000e-01   3.450000e-01   8.155538e+01   0.000000e+00   1.236800e+01   2.938739e+00   1.570796e+00   1.773650e+00   1.570797e+00   7.481808e-07   1.570796e+00   1.367942e+00   1.570796e+00   2.938738e+00  -1.182386e-01   0.000000e+00   6.964335e-01   0.000000e+00  -2.673839e-01   0.000000e+00  -8.615829e+04   0.000000e+00   2.011360e+05  -2.855350e-02  -7.800888e+03   2.447130e-02
            621              0   5.750000e-01   5.000000e-01   3.450000e-01   6.825584e+01   0.000000e+00   1.632847e+01   8.230330e-01   1.570796e+00   7.477634e-01   1.570797e+00   7.483291e-07   1.570796e+00   2.393829e+00   1.570796e+00   8.230330e-01  -6.577889e-01   0.000000e+00   5.066997e-01   0.000000e+00   3.618955e-02   0.000000e+00   0.000000e+00   0.000000e+00  -1.078990e+04   0.000000e+00   0.000000e+00   0.000000e+00
            125              0   1.150000e+00   5.000000e-01   6.900000e-01   7.761114e+01   0.000000e+00   6.998266e-01   1.295131e-01   1.570796e+00   1.700309e+00   1.570796e+00   4.619360e-07   1.570796e+00   1.441283e+00   1.570796e+00   1.295137e-01  -2.636495e-03   0.000000e+00  -5.424349e-03   0.000000e+00   1.224761e-02   0.000000e+00   3.053619e+04   0.000000e+00   3.244372e+05   1.002186e-01  -4.706685e+04   3.823796e-03
            311              0   1.150000e+00   5.000000e-01   6.900000e-01   6.261706e+01   0.000000e+00   7.618667e+00   2.937745e+00   1.570796e+00   1.774644e+00   1.570796e+00   4.619360e-07   1.570796e+00   1.366948e+00   1.570796e+00   2.937745e+00  -1.836677e-01   0.000000e+00  -6.937136e-02   0.000000e+00   1.152051e-01   0.000000e+00  -5.190738e+04   0.000000e+00  -1.353173e+05   4.773555e-02   5.336893e+03  -9.411369e-03
            311              0   5.750000e-01   5.000000e-01   3.450000e-01   7.649862e+01   0.000000e+00   7.460628e+00   2.129436e-01   1.570796e+00   1.357853e+00   1.570796e+00   3.394195e-06   1.570793e+00   1.783739e+00   1.570796e+00   2.129426e-01  -2.178032e-01   0.000000e+00   7.248447e-02   0.000000e+00  -3.572121e-01   0.000000e+00  -7.512239e+04   0.000000e+00  -7.571653e+04   6.992697e-02  -3.939001e+03   9.087573e-02
            497              0   5.750000e-01   5.000000e-01   3.450000e-01   5.206764e+01   0.000000e+00   1.366809e+01   2.299283e+00   1.570796e+00   7.284862e-01   1.570796e+00   4.619360e-07   1.570796e+00   2.413108e+00   1.570796e+00   2.299281e+00  -2.366679e-01   0.000000e+00  -3.690403e-02   0.000000e+00   3.221812e-01   0.000000e+00  -1.325630e+04   0.000000e+00  -3.743051e+04   1.140208e-02  -4.393186e+02  -5.677891e-03
            311              0   1.150000e+00   5.000000e-01   6.900000e-01   9.030470e+01   0.000000e+00   1.254382e+01   5.724923e-01   1.570796e+00   9.983040e-01   1.570797e+00   1.366445e-06   1.570795e+00   2.143286e+00   1.570796e+00   5.724896e-01  -7.526474e-01   0.000000e+00   8.383711e-01   0.000000e+00  -8.287657e-01   0.000000e+00  -6.072266e+03   0.000000e+00  -7.232160e+04   3.890639e-02   9.198359e+03  -8.695830e-03
            497              0   1.150000e+00   5.000000e-01   6.900000e-01   9.881653e+01   0.000000e+00   1.005983e+01   5.117915e-01   1.570796e+00   1.059005e+00   1.570796e+00   1.366445e-06   1.570798e+00   2.082587e+00   1.570796e+00   5.117911e-01  -2.869601e-01   0.000000e+00  -8.131021e-01   0.000000e+00  -5.778401e-01   0.000000e+00  -1.295649e+05   0.000000e+00   8.254424e+05   1.265638e+00  -1.357900e+05   1.689458e-01
            497              0   5.750000e-01   5.000000e-01   3.450000e-01   9.859562e+01   0.000000e+00   6.596236e+00   1.639650e+00   1.570796e+00   3.072739e+00   1.570795e+00   1.803533e-06   1.570795e+00   6.885257e-02   1.570796e+00   1.639649e+00   3.110338e-01   0.000000e+00  -1.010398e+00   0.000000e+00  -7.889581e-01   0.000000e+00   0.000000e+00   0.000000e+00  -1.078990e+04   0.000000e+00   0.000000e+00   0.000000e+00
            683              0   5.750000e-01   5.000000e-01   3.450000e-01   6.471278e+01   0.000000e+00   1.277577e+01   1.601294e+00   1.570796e+00   3.049800e-02   1.570797e+00   9.520431e-07   1.570797e+00   3.111095e+00   1.570796e+00   1.601294e+00  -2.082712e-01   0.000000e+00  -7.967476e-02   0.000000e+00  -1.046199e-01   0.000000e+00  -1.240491e+05   0.000000e+00   1.974364e+05   1.539424e-01  -5.846366e+01   9.171000e-02
            156              0   1.150000e+00   5.000000e-01   6.900000e-01   8.722699e+01   0.000000e+00   8.214287e-01   5.073658e-01   1.570796e+00   2.078162e+00   1.570795e+00   1.876304e-06   1.570795e+00   1.063428e+00   1.570796e+00   5.073685e-01  -8.575328e-02   0.000000e+00   1.576905e-01   0.000000e+00   2.496737e-01   0.000000e+00  -1.857250e+05   0.000000e+00   5.341864e+05   3.289172e-01   2.596069e+05  -4.236440e-01
            342              0   1.150000e+00   5.000000e-01   6.900000e-01   7.760058e+01   0.000000e+00   7.020631e+00   1.056485e+00   1.570796e+00   5.143117e-01   1.570794e+00   2.678481e-06   1.570794e+00   2.627281e+00   1.570796e+00   1.056485e+00  -2.490560e-01   0.000000e+00   1.659294e-01   0.000000e+00   1.251755e-01   0.000000e+00   1.329759e+05   0.000000e+00  -6.302059e+04   2.255686e-02   3.919711e+04   2.356887e-02
            342              0   5.750000e-01   5.000000e-01   3.450000e-01   8.599278e+01   0.000000e+00   3.449289e-01   2.539367e-03   1.570796e+00   1.573336e+00   1.570797e+00   1.366445e-06   1.570795e+00   1.568256e+00   1.570796e+00   2.540029e-03   1.236354e-01   0.000000e+00   1.458210e-03   0.000000e+00   3.126381e-01   0.000000e+00  -4.534072e+04   0.000000e+00   2.849439e+04   2.745748e-02   6.504530e+03   1.330146e-02
            528              0   5.750000e-01   5.000000e-01   3.450000e-01   6.666875e+01   0.000000e+00   1.280190e+01   2.447260e+00   1.570796e+00   2.265129e+00   1.570797e+00   1.803533e-06   1.570798e+00   8.764624e-01   1.570796e+00   2.447259e+00  -1.431643e-01   0.000000e+00   1.279048e-01   0.000000e+00  -2.345996e-01   0.000000e+00  -5.163988e+04   0.000000e+00   1.406768e+04  -2.585153e-05   1.478672e+04  -1.537133e-03
            342              0   1.150000e+00   5.000000e-01   6.900000e-01   8.596363e+01   0.000000e+00   4.508889e+00   7.156693e-01   1.570796e+00   2.286466e+00   1.570794e+00   2.678481e-06   1.570795e+00   8.551268e-01   1.570796e+00   7.156695e-01   2.971241e-02   0.000000e+00   1.265230e-01   0.000000e+00   3.701415e-01   0.000000e+00   5.792172e+05   0.000000e+00   2.927391e+06  -9.417762e-01   3.770201e+05  -4.567656e-01
            528              0   1.150000e+00   5.000000e-01   6.900000e-01   9.131313e+01   0.000000e+00   1.028141e+01   3.086647e+00   1.570796e+00   1.515851e+00   1.570797e+00   2.693073e-06   1.570799e+00   1.625744e+00   1.570796e+00   3.086645e+00  -1.439007e+00   0.000000e+00   1.356210e+00   0.000000e+00  -2.841560e-01   0.000000e+00  -3.819255e+05   0.000000e+00  -8.432063e+05  -1.009179e+00   2.316167e+05   4.896116e-01
            528              0   5.750000e-01   5.000000e-01   3.450000e-01   8.276984e+01   0.000000e+00   7.290435e+00   2.522415e+00   1.570796e+00   2.189974e+00   1.570795e+00   1.366445e-06   1.570797e+00   9.516201e-01   1.570796e+00   2.522416e+00  -9.045087e-01   0.000000e+00   3.702032e-01   0.000000e+00   3.203153e-02   0.000000e+00  -2.043312e+05   0.000000e+00   2.781742e+05  -1.985560e-01  -3.013187e+04  -1.402983e-01
            714              0   5.750000e-01   5.000000e-01   3.450000e-01   8.381405e+01   0.000000e+00   1.459309e+01   2.780088e+00   1.570796e+00   1.209292e+00   1.570796e+00   1.487805e-06   1.570798e+00   1.932303e+00   1.570796e+00   2.780086e+00   5.400297e-02   0.000000e+00   1.149146e+00   0.000000e+00   1.076394e-01   0.000000e+00   0.000000e+00   0.000000e+00  -1.078990e+04   0.000000e+00   0.000000e+00   0.000000e+00
              2              0   1.400000e+00   5.000000e-01   8.400000e-01   5.129289e+01   0.000000e+00   1.344392e+00   1.926543e+00   1.570796e+00   3.557464e-01   1.570796e+00   4.619360e-07   1.570796e+00   2.785846e+00   1.570796e+00   1.926543e+00  -2.719788e-02   0.000000e+00  -4.718284e-02   0.000000e+00  -7.815881e-02   0.000000e+00   9.824286e+05   0.000000e+00  -1.436663e+05   3.272921e-01  -6.873018e+05  -1.040818e-01
            188              0   1.400000e+00   5.000000e-01   8.400000e-01   4.437037e+01   0.000000e+00   6.314918e+00   2.536798e+00   1.570796e+00   9.660013e-01   1.570797e+00   7.483291e-07   1.570796e+00   2.175590e+00   1.570796e+00   2.536799e+00  -3.557573e-01   0.000000e+00   1.169586e-01   0.000000e+00   2.480708e-03   0.000000e+00  -1.848266e+04   0.000000e+00  -1.872037e+04   1.385773e-01   4.240093e+04   4.836777e-02
            374              0   7.000000e-01   5.000000e-01   4.200000e-01   3.746928e+01   0.000000e+00   5.223403e+00   1.938319e+00   1.570796e+00   2.774070e+00   1.570796e+00   4.619360e-07   1.570797e+00   3.675232e-01   1.570796e+00   1.938320e+00  -5.502031e-01   0.000000e+00  -7.554663e-01   0.000000e+00   2.248735e-01   0.000000e+00   0.000000e+00   0.000000e+00  -1.599108e+04   0.000000e+00   0.000000e+00   0.000000e+00
            188              0   1.400000e+00   5.000000e-01   8.400000e-01   5.303614e+01   0.000000e+00   2.503138e+00   3.072338e+00   1.570796e+00   1.501542e+00   1.570796e+00   7.483291e-07   1.570797e+00   1.640053e+00   1.570796e+00   3.072336e+00  -3.701393e-02   0.000000e+00  -4.425763e-02   0.000000e+00   3.684265e-02   0.000000e+00  -3.987615e+04   0.000000e+00  -2.600574e+04  -7.676751e-02   6.328244e+03  -3.674694e-01
            374              0   1.400000e+00   5.000000e-01   8.400000e-01   4.936097e+01   0.000000e+00   6.967611e+00   2.593404e-01   1.570796e+00   1.830137e+00   1.570797e+00   7.483291e-07   1.570796e+00   1.311454e+00   1.570796e+00   2.593422e-01  -2.685737e-01   0.000000e+00  -1.452094e-01   0.000000e+00  -4.471731e-03   0.000000e+00  -9.959225e+03   0.000000e+00  -6.224962e+04  -1.313850e-02  -3.040396e+04   1.332789e-01
            560              0   7.000000e-01   5.000000e-01   4.200000e-01   5.484506e+01   0.000000e+00   9.232739e+00   8.221495e-01   1.570796e+00   2.392946e+00   1.570798e+00   2.984327e-06   1.570794e+00   7.486462e-01   1.570796e+00   8.221501e-01  -3.865813e-01   0.000000e+00  -1.217962e-02   0.000000e+00   3.936479e-02   0.000000e+00  -1.216270e+04   0.000000e+00  -6.612461e+03   2.153335e-03  -5.123375e+02  -8.331555e-03
             33              0   1.400000e+00   5.000000e-01   8.400000e-01   5.723759e+01   0.000000e+00   6.394978e+00   9.001353e-01   1.570796e+00   2.470932e+00   1.570795e+00   1.487805e-06   1.570797e+00   6.706613e-01   1.570796e+00   9.001350e-01  -1.764933e-01   0.000000e+00  -3.348891e-02   0.000000e+00   1.493125e-02   0.000000e+00   2.028062e+05   0.000000e+00   4.317095e+04  -3.889575e-01  -3.924523e+04  -1.332574e-01
            219              0   1.400000e+00   5.000000e-01   8.400000e-01   5.220457e+01   0.000000e+00   6.530789e+00   3.137984e+00   1.570796e+00   1.567188e+00   1.570798e+00   1.704800e-06   1.570796e+00   1.574405e+00   1.570796e+00   3.137984e+00  -3.235699e-01   0.000000e+00  -5.818432e-02   0.000000e+00  -7.246610e-02   0.000000e+00   1.091194e+05   0.000000e+00   2.071812e+04   1.459302e-01   1.943592e+04   6.602966e-01
            219              0   7.000000e-01   5.000000e-01   4.200000e-01   7.224104e+01   0.000000e+00   3.973868e+00   2.526455e+00   1.570796e+00   2.185934e+00   1.570797e+00   1.803533e-06   1.570798e+00   9.556621e-01   1.570796e+00   2.526458e+00  -6.366302e-03   0.000000e+00  -1.055452e-01   0.000000e+00  -4.195393e-01   0.000000e+00  -2.016492e+04   0.000000e+00   3.847907e+03   2.082684e-03  -3.563198e+03   2.473879e-03
            405              0   7.000000e-01   5.000000e-01   4.200000e-01   5.131341e+01   0.000000e+00   9.891502e+00   2.415509e-01   1.570796e+00   1.812347e+00   1.570794e+00   2.349616e-06   1.570796e+00   1.329242e+00   1.570796e+00   2.415546e-01  -2.724963e-01   0.000000e+00  -4.246188e-02   0.000000e+00  -2.393118e-01   0.000000e+00  -1.412572e+04   0.000000e+00   5.535014e+03   2.490655e-02   1.337515e+04  -8.101956e-02
            219              0   1.400000e+00   5.000000e-01   8.400000e-01   8.601585e+01   0.000000e+00   6.198792e+00   4.275728e-01   1.570796e+00   1.998369e+00   1.570797e+00   7.481808e-07   1.570797e+00   1.143222e+00   1.570796e+00   4.275746e-01  -5.556925e-01   0.000000e+00   6.526071e-01   0.000000e+00   6.000590e-01   0.000000e+00   0.000000e+00   0.000000e+00  -6.396433e+04   0.000000e+00   0.000000e+00   0.000000e+00
            405              0   1.400000e+00   5.000000e-01   8.400000e-01   7.116911e+01   0.000000e+00   1.522005e+01   1.297071e+00   1.570796e+00   2.867867e+00   1.570794e+00   2.678481e-06   1.570797e+00   2.737247e-01   1.570796e+00   1.297072e+00  -5.760467e-01   0.000000e+00   8.049427e-01   0.000000e+00   9.887496e-02   0.000000e+00   1.441041e+05   0.000000e+00  -2.127990e+04   7.195022e-03  -5.441665e+04  -6.812315e-02
            405              0   7.000000e-01   5.000000e-01   4.200000e-01   8.041866e+01   0.000000e+00   1.180425e+01   4.951957e-01   1.570796e+00   1.075601e+00   1.570796e+00   1.704800e-06   1.570798e+00   2.065990e+00   1.570796e+00   4.951940e-01  -4.285706e-01   0.000000e+00   6.026655e-01   0.000000e+00  -7.099258e-01   0.000000e+00   2.754144e+05   0.000000e+00  -9.669331e+04   5.998197e-03  -6.119069e+03   2.031626e-02
            591              0   7.000000e-01   5.000000e-01   4.200000e-01   6.584567e+01   0.000000e+00   1.421777e+01   4.306398e-01   1.570796e+00   2.001436e+00   1.570795e+00   2.756634e-06   1.570799e+00   1.140157e+00   1.570796e+00   4.306398e-01  -2.684309e-01   0.000000e+00  -4.640244e-02   0.000000e+00  -2.035463e-01   0.000000e+00  -3.252693e+04   0.000000e+00  -1.189474e+04  -4.596115e-02  -1.026777e+04  -1.775698e-02
              3              0   1.150000e+00   5.000000e-01   6.900000e-01   5.512734e+01   0.000000e+00   1.053902e+00   2.094099e+00   1.570796e+00   2.618290e+00   1.570797e+00   7.483291e-07   1.570796e+00   5.233023e-01   1.570796e+00   2.094099e+00   4.520554e-02   0.000000e+00  -1.643837e-02   0.000000e+00   3.139021e-02   0.000000e+00  -5.962668e+04   0.000000e+00  -3.603670e+04  -3.651217e-02  -9.081699e+04  -1.674185e-02
            189              0   5.750000e-01   5.000000e-01   3.450000e-01   4.095668e+01   0.000000e+00   8.589928e+00   4.566381e-01   1.570796e+00   1.114158e+00   1.570796e+00   4.619360e-07   1.570796e+00   2.027435e+00   1.570796e+00   4.566384e-01  -3.346247e-01   0.000000e+00   6.683948e-02   0.000000e+00  -1.138259e-01   0.000000e+00   1.072023e+03   0.000000e+00  -9.272119e+03   5.353250e-02  -3.722303e+03  -7.430971e-03
            189              0   1.150000e+00   5.000000e-01   6.900000e-01   7.106776e+01   0.000000e+00   4.475167e+00   2.630853e+00   1.570796e+00   2.081536e+00   1.570796e+00   7.483291e-07   1.570797e+00   1.060057e+00   1.570796e+00   2.630853e+00   1.492784e-01   0.000000e+00  -3.326393e-02   0.000000e+00  -3.546799e-01   0.000000e+00  -1.694662e+05   0.000000e+00  -3.828336e+05  -2.395366e-01  -8.783005e+04   3.742537e-01
