1 0.002875 0.0004 0.0 0.0072064 0.0182885 0.0 0
1 0.002875 0.0004 0.0 0.0072064 -0.0017115 0.0 0
1 0.002875 0.0004 0.0 0.001872 0.0094207 0.0 0
1 0.002875 0.0004 0.0 0.021872 0.0094207 0.0 0
1 0.002625 0.0004 0.0 0.004751 0.0045506 0.0 0
1 0.002625 0.0004 0.0 -0.0011237 0.0196857 0.0 0
1 0.002625 0.0004 0.0 -0.0011237 -0.0003143 0.0 0
1 0.002625 0.0004 0.0 0.0188763 -0.0003143 0.0 0
1 0.002625 0.0004 0.0 0.0188763 0.0196857 0.0 0
1 0.002375 0.0004 0.0 0.0137039 0.0006786 0.0 0
1 0.002375 0.0004 0.0 0.0137039 0.0206786 0.0 0
1 0.002375 0.0004 0.0 0.0159901 0.0118358 0.0 0
1 0.002125 0.0004 0.0 0.0095819 0.0064281 0.0 0
1 0.002125 0.0004 0.0 0.0078236 0.0111215 0.0 0
1 0.001875 0.0004 0.0 0.001175 0.0157395 0.0 0
1 0.001875 0.0004 0.0 0.021175 0.0157395 0.0 0
1 0.001875 0.0004 0.0 0.0161964 0.0047492 0.0 0
1 0.001875 0.0004 0.0 0.0149286 0.0164585 0.0 0
1 0.001625 0.0004 0.0 0.0119414 0.0097383 0.0 0
1 0.001625 0.0004 0.0 0.0111308 0.014759 0.0 0
1 0.001625 0.0004 0.0 0.0001784 0.0045594 0.0 0
1 0.001625 0.0004 0.0 0.0201784 0.0045594 0.0 0
1 0.001625 0.0004 0.0 0.0097771 0.0024866 0.0 0
1 0.001375 0.0004 0.0 0.002931 0.0205855 0.0 0
1 0.001375 0.0004 0.0 0.002931 0.0005855 0.0 0
1 0.001375 0.0004 0.0 0.0042244 0.0140318 0.0 0
1 0.001375 0.0004 0.0 0.0166339 0.008016 0.0 0
1 0.001375 0.0004 0.0 0.0127421 0.0044085 0.0 0
1 0.001375 0.0004 0.0 0.0138154 0.0072281 0.0 0
1 0.001125 0.0004 0.0 0.0114883 0.017743 0.0 0
1 0.001125 0.0004 0.0 0.0180594 0.0153552 0.0 0
1 0.001125 0.0004 0.0 0.0065466 0.0079743 0.0 0
1 0.001125 0.0004 0.0 0.0193609 0.0132691 0.0 0
1 0.001125 0.0004 0.0 -0.0006391 0.0132691 0.0 0
1 0.001125 0.0004 0.0 0.0083391 0.0143767 0.0 0
1 0.001125 0.0004 0.0 0.0031706 0.0180457 0.0 0
1 0.000875 0.0004 0.0 0.018939 0.0068883 0.0 0
1 0.000875 0.0004 0.0 0.0110695 0.0122183 0.0 0
1 0.000875 0.0004 0.0 0.012847 0.0128348 0.0 0
1 0.000875 0.0004 0.0 0.0015427 0.0023896 0.0 0
1 0.000875 0.0004 0.0 0.0048087 0.0118139 0.0 0
1 0.0008576 0.0004 0.0 0.0072923 0.0020805 0.0 0
1 0.000625 0.0004 0.0 0.0039522 0.016109 0.0 0
1 0.000625 0.0004 0.0 0.0105764 0.0201929 0.0 0
1 0.000625 0.0004 0.0 0.0105764 0.0001929 0.0 0
1 0.000625 0.0004 0.0 0.0165662 0.0020197 0.0 0
1 0.000625 0.0004 0.0 0.002002 0.0132665 0.0 0
