Dry sand - Load to 9.04% strain then unload to 0 pressure,,,,,
Engineering,,,,,
volumetric,,,,,
strain,pressure,,,,
6.71757,11.0065,,,,
6.74254,11.0562,,,,
6.76751,11.106,,,,
6.79249,11.1559,,,,
6.81746,11.2059,,,,
6.84243,11.256,,,,
6.8674,11.3062,,,,
6.89238,11.3566,,,,
6.91735,11.407,,,,
6.94232,11.4576,,,,
6.96729,11.5083,,,,
6.99226,11.5591,,,,
7.01724,11.61,,,,
7.04221,11.661,,,,
7.06718,11.7122,,,,
7.09215,11.7634,,,,
7.11713,11.8148,,,,
7.1421,11.8663,,,,
7.16707,11.918,,,,
7.19204,11.9697,,,,
7.21702,12.0216,,,,
7.24199,12.0736,,,,
7.26696,12.1257,,,,
7.29193,12.178,,,,
7.31691,12.2304,,,,
7.34188,12.2829,,,,
7.36685,12.3355,,,,
7.39182,12.3882,,,,
7.4168,12.4411,,,,
7.44177,12.4941,,,,
7.46674,12.5473,,,,
7.49171,12.6006,,,,
7.51669,12.654,,,,
7.54166,12.7075,,,,
7.56663,12.7612,,,,
7.5916,12.815,,,,
7.61657,12.8689,,,,
7.64155,12.923,,,,
7.66652,12.9772,,,,
7.69149,13.0316,,,,
7.71646,13.0861,,,,
7.74144,13.1407,,,,
7.76641,13.1954,,,,
7.79138,13.2504,,,,
7.81635,13.3054,,,,
7.84133,13.3606,,,,
7.8663,13.4159,,,,
7.89127,13.4714,,,,
7.91624,13.527,,,,
7.94122,13.5828,,,,
7.96619,13.6387,,,,
7.99116,13.6948,,,,
8.01613,13.751,,,,
8.0411,13.8073,,,,
8.06608,13.8638,,,,
8.09105,13.9205,,,,
8.11602,13.9773,,,,
8.141,14.0343,,,,
8.16597,14.0914,,,,
8.19094,14.1486,,,,
8.21591,14.2061,,,,
8.24088,14.2637,,,,
8.26586,14.3214,,,,
8.29083,14.3793,,,,
8.3158,14.4373,,,,
8.34077,14.4955,,,,
8.36575,14.5539,,,,
8.39072,14.6124,,,,
8.41569,14.6711,,,,
8.44066,14.73,,,,
8.46564,14.789,,,,
8.49061,14.8482,,,,
8.51558,14.9076,,,,
8.54055,14.9671,,,,
8.56553,15.0268,,,,
8.5905,15.0866,,,,
8.61547,15.1466,,,,
8.64044,15.2068,,,,
8.66541,15.2672,,,,
8.69039,15.3277,,,,
8.71536,15.3884,,,,
8.74033,15.4493,,,,
8.7653,15.5104,,,,
8.79028,15.5716,,,,
8.81525,15.633,,,,
8.84022,15.6946,,,,
8.86519,15.7564,,,,
8.89017,15.8184,,,,
8.91514,15.8805,,,,
8.94011,15.9428,,,,
8.96508,16.0053,,,,
8.99006,16.068,,,,
9.01503,16.1308,,,,
9.04,16.1939,,,,
9.0375,16.1157,,,,
9.035,16.0385,,,,
9.0325,15.9624,,,,
9.03,15.8872,,,,
9.0275,15.813,,,,
9.025,15.7398,,,,
9.0225,15.6676,,,,
9.02,15.5963,,,,
9.0175,15.5259,,,,
9.015,15.4565,,,,
9.0125,15.3879,,,,
9.01,15.3202,,,,
9.0075,15.2534,,,,
9.005,15.1875,,,,
9.0025,15.1224,,,,
9,15.0582,,,,
8.9975,14.9948,,,,
8.995,14.9322,,,,
8.9925,14.8704,,,,
8.99,14.8094,,,,
8.9875,14.7491,,,,
8.985,14.6897,,,,
8.9825,14.6309,,,,
8.98,14.573,,,,
8.9775,14.5157,,,,
8.975,14.4592,,,,
8.9725,14.4034,,,,
8.97,14.3483,,,,
8.9675,14.2939,,,,
8.965,14.2402,,,,
8.9625,14.1871,,,,
8.96,14.1347,,,,
8.9575,14.083,,,,
8.955,14.0319,,,,
8.9525,13.9814,,,,
8.95,13.9315,,,,
8.9475,13.8823,,,,
8.945,13.8337,,,,
8.9425,13.7856,,,,
8.94,13.7382,,,,
8.9375,13.6913,,,,
8.935,13.645,,,,
8.9325,13.5992,,,,
8.93,13.554,,,,
8.9275,13.5093,,,,
8.925,13.4652,,,,
8.9225,13.4216,,,,
8.92,13.3785,,,,
8.9175,13.336,,,,
8.915,13.2939,,,,
8.9125,13.2523,,,,
8.91,13.2112,,,,
8.9075,13.1706,,,,
8.905,13.1305,,,,
8.9025,13.0908,,,,
8.9,13.0516,,,,
8.8975,13.0129,,,,
8.895,12.9746,,,,
8.8925,12.9367,,,,
8.89,12.8993,,,,
8.8875,12.8622,,,,
8.885,12.8257,,,,
8.8825,12.7895,,,,
8.88,12.7537,,,,
8.8775,12.7183,,,,
8.875,12.6833,,,,
8.8725,12.6487,,,,
8.87,12.6145,,,,
8.8675,12.5807,,,,
8.865,12.5472,,,,
8.8625,12.5141,,,,
8.86,12.4814,,,,
8.8575,12.449,,,,
8.855,12.4169,,,,
8.8525,12.3852,,,,
8.85,12.3539,,,,
8.8475,12.3229,,,,
8.845,12.2921,,,,
8.8425,12.2618,,,,
8.84,12.2317,,,,
8.8375,12.2019,,,,
8.835,12.1725,,,,
8.8325,12.1433,,,,
8.83,12.1145,,,,
8.8275,12.0859,,,,
8.825,12.0577,,,,
8.8225,12.0297,,,,
8.82,12.002,,,,
8.8175,11.9745,,,,
8.815,11.9474,,,,
8.8125,11.9205,,,,
8.81,11.8939,,,,
8.8075,11.8675,,,,
8.805,11.8414,,,,
8.8025,11.8155,,,,
8.8,11.7899,,,,
8.7975,11.7645,,,,
8.795,11.7394,,,,
8.7925,11.7144,,,,
8.79,11.6898,,,,
8.7875,11.6653,,,,
8.785,11.6411,,,,
8.7825,11.6171,,,,
8.78,11.5933,,,,
8.7775,11.5697,,,,
8.775,11.5464,,,,
8.7725,11.5232,,,,
8.77,11.5002,,,,
8.7675,11.4775,,,,
8.765,11.4549,,,,
8.7625,11.4326,,,,
8.76,11.4104,,,,
8.7575,11.3884,,,,
8.755,11.3666,,,,
8.7525,11.345,,,,
8.75,11.3235,,,,
8.7475,11.3023,,,,
8.745,11.2812,,,,
8.7425,11.2602,,,,
8.74,11.2395,,,,
8.7375,11.2189,,,,
8.735,11.1984,,,,
8.7325,11.1782,,,,
8.73,11.1581,,,,
8.7275,11.1381,,,,
8.725,11.1183,,,,
8.7225,11.0986,,,,
8.72,11.0791,,,,
8.7175,11.0598,,,,
8.715,11.0405,,,,
8.7125,11.0214,,,,
8.71,11.0025,,,,
8.7075,10.9837,,,,
8.705,10.965,,,,
8.7025,10.9465,,,,
8.7,10.928,,,,
8.6975,10.9097,,,,
8.695,10.8916,,,,
8.6925,10.8735,,,,
8.69,10.8556,,,,
8.6875,10.8378,,,,
8.685,10.8201,,,,
8.6825,10.8025,,,,
8.68,10.7851,,,,
8.6775,10.7677,,,,
8.675,10.7505,,,,
8.6725,10.7333,,,,
8.67,10.7163,,,,
8.6675,10.6994,,,,
8.665,10.6826,,,,
8.6625,10.6658,,,,
8.66,10.6492,,,,
8.6575,10.6327,,,,
8.655,10.6163,,,,
8.6525,10.5999,,,,
8.65,10.5837,,,,
8.6475,10.5675,,,,
8.645,10.5515,,,,
8.6425,10.5355,,,,
8.64,10.5196,,,,
8.6375,10.5038,,,,
8.635,10.4881,,,,
8.6325,10.4724,,,,
8.63,10.4569,,,,
8.6275,10.4414,,,,
8.625,10.426,,,,
8.6225,10.4107,,,,
8.62,10.3954,,,,
8.6175,10.3803,,,,
8.615,10.3652,,,,
8.6125,10.3501,,,,
8.61,10.3352,,,,
8.6075,10.3203,,,,
8.605,10.3055,,,,
8.6025,10.2907,,,,
8.6,10.276,,,,
8.5975,10.2614,,,,
8.595,10.2468,,,,
8.5925,10.2323,,,,
8.59,10.2179,,,,
8.5875,10.2035,,,,
8.585,10.1892,,,,
8.5825,10.1749,,,,
8.58,10.1607,,,,
8.5775,10.1466,,,,
8.575,10.1325,,,,
8.5725,10.1185,,,,
8.57,10.1045,,,,
8.5675,10.0906,,,,
8.565,10.0767,,,,
8.5625,10.0629,,,,
8.56,10.0491,,,,
8.5575,10.0354,,,,
8.555,10.0217,,,,
8.5525,10.0081,,,,
8.55,9.99449,,,,
8.5475,9.98095,,,,
8.545,9.96746,,,,
8.5425,9.95401,,,,
8.54,9.94061,,,,
8.5375,9.92725,,,,
8.535,9.91393,,,,
8.5325,9.90065,,,,
8.53,9.88741,,,,
8.5275,9.87421,,,,
8.525,9.86106,,,,
8.5225,9.84793,,,,
8.52,9.83485,,,,
8.5175,9.82181,,,,
8.515,9.8088,,,,
8.5125,9.79583,,,,
8.51,9.78289,,,,
8.5075,9.76999,,,,
8.505,9.75712,,,,
8.5025,9.74429,,,,
8.5,9.73148,,,,
8.4975,9.71871,,,,
8.495,9.70598,,,,
8.4925,9.69327,,,,
8.49,9.68059,,,,
8.4875,9.66795,,,,
8.485,9.65533,,,,
8.4825,9.64275,,,,
8.48,9.63019,,,,
8.4775,9.61765,,,,
8.475,9.60515,,,,
8.4725,9.59268,,,,
8.47,9.58023,,,,
8.4675,9.5678,,,,
8.465,9.5554,,,,
8.4625,9.54303,,,,
8.46,9.53069,,,,
8.4575,9.51836,,,,
8.455,9.50606,,,,
8.4525,9.49379,,,,
8.45,9.48153,,,,
8.4475,9.4693,,,,
8.445,9.45709,,,,
8.4425,9.44491,,,,
8.44,9.43274,,,,
8.4375,9.4206,,,,
8.435,9.40847,,,,
8.4325,9.39637,,,,
8.43,9.38429,,,,
8.4275,9.37223,,,,
8.425,9.36018,,,,
8.4225,9.34816,,,,
8.42,9.33615,,,,
8.4175,9.32416,,,,
8.415,9.31219,,,,
8.4125,9.30024,,,,
8.41,9.2883,,,,
8.4075,9.27638,,,,
8.405,9.26448,,,,
8.4025,9.2526,,,,
8.4,9.24073,,,,
8.3975,9.22887,,,,
8.395,9.21703,,,,
8.3925,9.20521,,,,
8.39,9.1934,,,,
8.3875,9.18161,,,,
8.385,9.16983,,,,
8.3825,9.15807,,,,
8.38,9.14631,,,,
8.3775,9.13458,,,,
8.375,9.12285,,,,
8.3725,9.11114,,,,
8.37,9.09945,,,,
8.3675,9.08776,,,,
8.365,9.07609,,,,
8.3625,9.06443,,,,
8.36,9.05278,,,,
8.3575,9.04114,,,,
8.355,9.02952,,,,
8.3525,9.0179,,,,
8.35,9.0063,,,,
8.3475,8.99471,,,,
8.345,8.98313,,,,
8.3425,8.97156,,,,
8.34,8.96,,,,
8.3375,8.94845,,,,
8.335,8.93691,,,,
8.3325,8.92538,,,,
8.33,8.91386,,,,
8.3275,8.90235,,,,
8.325,8.89085,,,,
8.3225,8.87936,,,,
8.32,8.86787,,,,
8.3175,8.8564,,,,
8.315,8.84493,,,,
8.3125,8.83348,,,,
8.31,8.82203,,,,
8.3075,8.81059,,,,
8.305,8.79915,,,,
8.3025,8.78773,,,,
8.3,8.77631,,,,
8.2975,8.7649,,,,
8.295,8.7535,,,,
8.2925,8.74211,,,,
8.29,8.73072,,,,
8.2875,8.71934,,,,
8.285,8.70797,,,,
8.2825,8.6966,,,,
8.28,8.68524,,,,
8.2775,8.67389,,,,
8.275,8.66254,,,,
8.2725,8.6512,,,,
8.27,8.63987,,,,
8.2675,8.62854,,,,
8.265,8.61722,,,,
8.2625,8.6059,,,,
8.26,8.59459,,,,
8.2575,8.58329,,,,
8.255,8.57199,,,,
8.2525,8.5607,,,,
8.25,8.54941,,,,
8.2475,8.53813,,,,
8.245,8.52685,,,,
8.2425,8.51558,,,,
8.24,8.50431,,,,
8.2375,8.49305,,,,
8.235,8.48179,,,,
8.2325,8.47054,,,,
8.23,8.45929,,,,
8.2275,8.44805,,,,
8.225,8.43681,,,,
8.2225,8.42557,,,,
8.22,8.41434,,,,
8.2175,8.40312,,,,
8.215,8.3919,,,,
8.2125,8.38068,,,,
8.21,8.36947,,,,
8.2075,8.35826,,,,
8.205,8.34705,,,,
8.2025,8.33585,,,,
8.2,8.32465,,,,
8.1975,8.31346,,,,
8.195,8.30227,,,,
8.1925,8.29108,,,,
8.19,8.2799,,,,
8.1875,8.26872,,,,
8.185,8.25754,,,,
8.1825,8.24637,,,,
8.18,8.2352,,,,
8.1775,8.22403,,,,
8.175,8.21287,,,,
8.1725,8.20171,,,,
8.17,8.19055,,,,
8.1675,8.1794,,,,
8.165,8.16825,,,,
8.1625,8.1571,,,,
8.16,8.14596,,,,
8.1575,8.13481,,,,
8.155,8.12367,,,,
8.1525,8.11254,,,,
8.15,8.1014,,,,
8.1475,8.09027,,,,
8.145,8.07914,,,,
8.1425,8.06802,,,,
8.14,8.05689,,,,
8.1375,8.04577,,,,
8.135,8.03465,,,,
8.1325,8.02354,,,,
8.13,8.01242,,,,
8.1275,8.00131,,,,
8.125,7.9902,,,,
8.1225,7.9791,,,,
8.12,7.96799,,,,
8.1175,7.95689,,,,
8.115,7.94579,,,,
8.1125,7.93469,,,,
8.11,7.92359,,,,
8.1075,7.9125,,,,
8.105,7.90141,,,,
8.1025,7.89032,,,,
8.1,7.87923,,,,
8.0975,7.86814,,,,
8.095,7.85706,,,,
8.0925,7.84598,,,,
8.09,7.8349,,,,
8.0875,7.82382,,,,
8.085,7.81274,,,,
8.0825,7.80166,,,,
8.08,7.79059,,,,
8.0775,7.77952,,,,
8.075,7.76845,,,,
8.0725,7.75738,,,,
8.07,7.74631,,,,
8.0675,7.73525,,,,
8.065,7.72419,,,,
8.0625,7.71312,,,,
8.06,7.70206,,,,
8.0575,7.691,,,,
8.055,7.67995,,,,
8.0525,7.66889,,,,
8.05,7.65784,,,,
8.0475,7.64678,,,,
8.045,7.63573,,,,
8.0425,7.62468,,,,
8.04,7.61363,,,,
7.99006,7.3932,,,,
7.94012,7.17321,,,,
7.89019,6.95359,,,,
7.84025,6.73428,,,,
7.79031,6.51525,,,,
7.74037,6.29649,,,,
7.69043,6.07798,,,,
7.6405,5.85972,,,,
7.59056,5.6417,,,,
7.54062,5.42391,,,,
7.49068,5.20637,,,,
7.44074,4.98906,,,,
7.39081,4.77198,,,,
7.34087,4.55514,,,,
7.29093,4.33853,,,,
7.24099,4.12216,,,,
7.19106,3.90602,,,,
7.14112,3.69011,,,,
7.09118,3.47443,,,,
7.04124,3.25899,,,,
6.9913,3.04378,,,,
6.94137,2.82879,,,,
6.89143,2.61404,,,,
6.84149,2.39952,,,,
6.79155,2.18523,,,,
6.74161,1.97117,,,,
6.69168,1.75733,,,,
6.64174,1.54373,,,,
6.5918,1.33035,,,,
6.54186,1.1172,,,,
6.49193,0.904284,,,,
6.44199,0.691591,,,,
6.39205,0.479125,,,,
6.34211,0.266885,,,,
6.29217,0.0548721,,,,
