Dry sand - Load to 18.08% strain then unload to 0 pressure,,,,,
Engineering,,,,,
volumetric,,,,,
strain,pressure,,,,
13.6909,32.5266,,,,
13.7407,32.7689,,,,
13.7906,33.013,,,,
13.8405,33.2589,,,,
13.8904,33.5068,,,,
13.9402,33.7567,,,,
13.9901,34.0084,,,,
14.04,34.2621,,,,
14.0899,34.5178,,,,
14.1398,34.7755,,,,
14.1896,35.0351,,,,
14.2395,35.2969,,,,
14.2894,35.5606,,,,
14.3393,35.8264,,,,
14.3891,36.0943,,,,
14.439,36.3643,,,,
14.4889,36.6364,,,,
14.5388,36.9106,,,,
14.5886,37.187,,,,
14.6385,37.4656,,,,
14.6884,37.7463,,,,
14.7383,38.0293,,,,
14.7881,38.3145,,,,
14.838,38.6019,,,,
14.8879,38.8916,,,,
14.9378,39.1836,,,,
14.9877,39.4779,,,,
15.0375,39.7746,,,,
15.0874,40.0735,,,,
15.1373,40.3749,,,,
15.1872,40.6786,,,,
15.237,40.9848,,,,
15.2869,41.2933,,,,
15.3368,41.6043,,,,
15.3867,41.9178,,,,
15.4365,42.2338,,,,
15.4864,42.5523,,,,
15.5363,42.8733,,,,
15.5862,43.1968,,,,
15.636,43.523,,,,
15.6859,43.8517,,,,
15.7358,44.1831,,,,
15.7857,44.5171,,,,
15.8356,44.8538,,,,
15.8854,45.1931,,,,
15.9353,45.5352,,,,
15.9852,45.88,,,,
16.0351,46.2275,,,,
16.0849,46.5778,,,,
16.1348,46.9309,,,,
16.1847,47.2869,,,,
16.2346,47.6457,,,,
16.2844,48.0073,,,,
16.3343,48.3719,,,,
16.3842,48.7394,,,,
16.4341,49.1098,,,,
16.484,49.4831,,,,
16.5338,49.8595,,,,
16.5837,50.2389,,,,
16.6336,50.6213,,,,
16.6835,51.0068,,,,
16.7333,51.3954,,,,
16.7832,51.7871,,,,
16.8331,52.1819,,,,
16.883,52.5799,,,,
16.9328,52.9811,,,,
16.9827,53.3856,,,,
17.0326,53.7932,,,,
17.0825,54.2042,,,,
17.1323,54.6184,,,,
17.1822,55.0359,,,,
17.2321,55.4568,,,,
17.282,55.8811,,,,
17.3319,56.3088,,,,
17.3817,56.7399,,,,
17.4316,57.1745,,,,
17.4815,57.6126,,,,
17.5314,58.0542,,,,
17.5812,58.4993,,,,
17.6311,58.9481,,,,
17.681,59.4004,,,,
17.7309,59.8563,,,,
17.7807,60.3159,,,,
17.8306,60.7792,,,,
17.8805,61.2463,,,,
17.9304,61.717,,,,
17.9802,62.1916,,,,
18.0301,62.6699,,,,
18.08,63.1521,,,,
18.0775,63.0063,,,,
18.075,62.8608,,,,
18.0725,62.7156,,,,
18.07,62.5708,,,,
18.0675,62.4264,,,,
18.065,62.2822,,,,
18.0625,62.1384,,,,
18.06,61.995,,,,
18.0576,61.8519,,,,
18.0551,61.7091,,,,
18.0526,61.5666,,,,
18.0501,61.4245,,,,
18.0476,61.2827,,,,
18.0451,61.1413,,,,
18.0426,61.0001,,,,
18.0401,60.8593,,,,
18.0376,60.7189,,,,
18.0351,60.5788,,,,
18.0326,60.439,,,,
18.0301,60.2995,,,,
18.0276,60.1603,,,,
18.0251,60.0215,,,,
18.0226,59.883,,,,
18.0201,59.7449,,,,
18.0177,59.607,,,,
18.0152,59.4695,,,,
18.0127,59.3323,,,,
18.0102,59.1955,,,,
18.0077,59.0589,,,,
18.0052,58.9227,,,,
18.0027,58.7868,,,,
18.0002,58.6512,,,,
17.9977,58.516,,,,
17.9952,58.381,,,,
17.9927,58.2464,,,,
17.9902,58.1121,,,,
17.9877,57.9781,,,,
17.9852,57.8445,,,,
17.9827,57.7111,,,,
17.9802,57.5781,,,,
17.9778,57.4454,,,,
17.9753,57.313,,,,
17.9728,57.1809,,,,
17.9703,57.0491,,,,
17.9678,56.9176,,,,
17.9653,56.7865,,,,
17.9628,56.6556,,,,
17.9603,56.5251,,,,
17.9578,56.3948,,,,
17.9553,56.2649,,,,
17.9528,56.1353,,,,
17.9503,56.006,,,,
17.9478,55.877,,,,
17.9453,55.7484,,,,
17.9428,55.62,,,,
17.9403,55.4919,,,,
17.9379,55.3641,,,,
17.9354,55.2367,,,,
17.9329,55.1095,,,,
17.9304,54.9826,,,,
17.9279,54.8561,,,,
17.9254,54.7298,,,,
17.9229,54.6039,,,,
17.9204,54.4782,,,,
17.9179,54.3529,,,,
17.9154,54.2278,,,,
17.9129,54.1031,,,,
17.9104,53.9786,,,,
17.9079,53.8544,,,,
17.9054,53.7306,,,,
17.9029,53.607,,,,
17.9004,53.4837,,,,
17.898,53.3607,,,,
17.8955,53.238,,,,
17.893,53.1157,,,,
17.8905,52.9936,,,,
17.888,52.8717,,,,
17.8855,52.7502,,,,
17.883,52.629,,,,
17.8805,52.5081,,,,
17.878,52.3874,,,,
17.8755,52.2671,,,,
17.873,52.147,,,,
17.8705,52.0272,,,,
17.868,51.9077,,,,
17.8655,51.7885,,,,
17.863,51.6696,,,,
17.8605,51.551,,,,
17.8581,51.4326,,,,
17.8556,51.3146,,,,
17.8531,51.1968,,,,
17.8506,51.0793,,,,
17.8481,50.9621,,,,
17.8456,50.8451,,,,
17.8431,50.7285,,,,
17.8406,50.6121,,,,
17.8381,50.496,,,,
17.8356,50.3802,,,,
17.8331,50.2647,,,,
17.8306,50.1494,,,,
17.8281,50.0345,,,,
17.8256,49.9198,,,,
17.8231,49.8053,,,,
17.8206,49.6912,,,,
17.8182,49.5773,,,,
17.8157,49.4637,,,,
17.8132,49.3504,,,,
17.8107,49.2374,,,,
17.8082,49.1246,,,,
17.8057,49.0121,,,,
17.8032,48.8998,,,,
17.8007,48.7879,,,,
17.7982,48.6762,,,,
17.7957,48.5648,,,,
17.7932,48.4536,,,,
17.7907,48.3428,,,,
17.7882,48.2321,,,,
17.7857,48.1218,,,,
17.7832,48.0117,,,,
17.7807,47.9019,,,,
17.7783,47.7924,,,,
17.7758,47.6831,,,,
17.7733,47.5741,,,,
17.7708,47.4653,,,,
17.7683,47.3568,,,,
17.7658,47.2486,,,,
17.7633,47.1407,,,,
17.7608,47.033,,,,
17.7583,46.9255,,,,
17.7558,46.8184,,,,
17.7533,46.7114,,,,
17.7508,46.6048,,,,
17.7483,46.4984,,,,
17.7458,46.3923,,,,
17.7433,46.2864,,,,
17.7408,46.1808,,,,
17.7384,46.0754,,,,
17.7359,45.9703,,,,
17.7334,45.8654,,,,
17.7309,45.7608,,,,
17.7284,45.6565,,,,
17.7259,45.5524,,,,
17.7234,45.4486,,,,
17.7209,45.345,,,,
17.7184,45.2417,,,,
17.7159,45.1386,,,,
17.7134,45.0358,,,,
17.7109,44.9332,,,,
17.7084,44.8309,,,,
17.7059,44.7288,,,,
17.7034,44.627,,,,
17.7009,44.5254,,,,
17.6985,44.4241,,,,
17.696,44.323,,,,
17.6935,44.2221,,,,
17.691,44.1216,,,,
17.6885,44.0212,,,,
17.686,43.9211,,,,
17.6835,43.8213,,,,
17.681,43.7217,,,,
17.6785,43.6223,,,,
17.676,43.5232,,,,
17.6735,43.4243,,,,
17.671,43.3257,,,,
17.6685,43.2273,,,,
17.666,43.1291,,,,
17.6635,43.0312,,,,
17.661,42.9335,,,,
17.6586,42.8361,,,,
17.6561,42.7389,,,,
17.6536,42.642,,,,
17.6511,42.5453,,,,
17.6486,42.4488,,,,
17.6461,42.3525,,,,
17.6436,42.2565,,,,
17.6411,42.1608,,,,
17.6386,42.0652,,,,
17.6361,41.9699,,,,
17.6336,41.8748,,,,
17.6311,41.78,,,,
17.6286,41.6854,,,,
17.6261,41.591,,,,
17.6236,41.4969,,,,
17.6211,41.403,,,,
17.6187,41.3093,,,,
17.6162,41.2159,,,,
17.6137,41.1227,,,,
17.6112,41.0297,,,,
17.6087,40.9369,,,,
17.6062,40.8444,,,,
17.6037,40.7521,,,,
17.6012,40.6601,,,,
17.5987,40.5682,,,,
17.5962,40.4766,,,,
17.5937,40.3852,,,,
17.5912,40.294,,,,
17.5887,40.2031,,,,
17.5862,40.1124,,,,
17.5837,40.0219,,,,
17.5812,39.9316,,,,
17.5788,39.8416,,,,
17.5763,39.7517,,,,
17.5738,39.6621,,,,
17.5713,39.5728,,,,
17.5688,39.4836,,,,
17.5663,39.3946,,,,
17.5638,39.3059,,,,
17.5613,39.2174,,,,
17.5588,39.1291,,,,
17.5563,39.0411,,,,
17.5538,38.9532,,,,
17.5513,38.8656,,,,
17.5488,38.7782,,,,
17.5463,38.691,,,,
17.5438,38.604,,,,
17.5413,38.5172,,,,
17.5389,38.4307,,,,
17.5364,38.3443,,,,
17.5339,38.2582,,,,
17.5314,38.1723,,,,
17.5289,38.0866,,,,
17.5264,38.0011,,,,
17.5239,37.9159,,,,
17.5214,37.8308,,,,
17.5189,37.7459,,,,
17.5164,37.6613,,,,
17.5139,37.5769,,,,
17.5114,37.4926,,,,
17.5089,37.4086,,,,
17.5064,37.3248,,,,
17.5039,37.2412,,,,
17.5014,37.1578,,,,
17.499,37.0746,,,,
17.4965,36.9917,,,,
17.494,36.9089,,,,
17.4915,36.8263,,,,
17.489,36.744,,,,
17.4865,36.6618,,,,
17.484,36.5799,,,,
17.4815,36.4981,,,,
17.479,36.4166,,,,
17.4765,36.3352,,,,
17.474,36.2541,,,,
17.4715,36.1731,,,,
17.469,36.0924,,,,
17.4665,36.0119,,,,
17.464,35.9315,,,,
17.4615,35.8514,,,,
17.4591,35.7714,,,,
17.4566,35.6917,,,,
17.4541,35.6122,,,,
17.4516,35.5328,,,,
17.4491,35.4537,,,,
17.4466,35.3747,,,,
17.4441,35.296,,,,
17.4416,35.2174,,,,
17.4391,35.139,,,,
17.4366,35.0609,,,,
17.4341,34.9829,,,,
17.4316,34.9051,,,,
17.4291,34.8275,,,,
17.4266,34.7501,,,,
17.4241,34.6729,,,,
17.4216,34.5959,,,,
17.4192,34.5191,,,,
17.4167,34.4425,,,,
17.4142,34.3661,,,,
17.4117,34.2898,,,,
17.4092,34.2138,,,,
17.4067,34.1379,,,,
17.4042,34.0622,,,,
17.4017,33.9867,,,,
17.3992,33.9114,,,,
17.3967,33.8363,,,,
17.3942,33.7614,,,,
17.3917,33.6867,,,,
17.3892,33.6121,,,,
17.3867,33.5378,,,,
17.3842,33.4636,,,,
17.3817,33.3896,,,,
17.3793,33.3158,,,,
17.3768,33.2421,,,,
17.3743,33.1687,,,,
17.3718,33.0954,,,,
17.3693,33.0224,,,,
17.3668,32.9495,,,,
17.3643,32.8768,,,,
17.3618,32.8042,,,,
17.3593,32.7319,,,,
17.3568,32.6597,,,,
17.3543,32.5877,,,,
17.3518,32.5159,,,,
17.3493,32.4443,,,,
17.3468,32.3728,,,,
17.3443,32.3016,,,,
17.3418,32.2305,,,,
17.3394,32.1595,,,,
17.3369,32.0888,,,,
17.3344,32.0182,,,,
17.3319,31.9479,,,,
17.3294,31.8776,,,,
17.3269,31.8076,,,,
17.3244,31.7377,,,,
17.3219,31.6681,,,,
17.3194,31.5985,,,,
17.3169,31.5292,,,,
17.3144,31.46,,,,
17.3119,31.391,,,,
17.3094,31.3222,,,,
17.3069,31.2536,,,,
17.3044,31.1851,,,,
17.3019,31.1168,,,,
17.2995,31.0486,,,,
17.297,30.9807,,,,
17.2945,30.9129,,,,
17.292,30.8452,,,,
17.2895,30.7778,,,,
17.287,30.7105,,,,
17.2845,30.6434,,,,
17.282,30.5764,,,,
17.2795,30.5096,,,,
17.277,30.443,,,,
17.2745,30.3765,,,,
17.272,30.3103,,,,
17.2695,30.2441,,,,
17.267,30.1782,,,,
17.2645,30.1124,,,,
17.262,30.0467,,,,
17.2596,29.9813,,,,
17.2571,29.916,,,,
17.2546,29.8508,,,,
17.2521,29.7859,,,,
17.2496,29.721,,,,
17.2471,29.6564,,,,
17.2446,29.5919,,,,
17.2421,29.5276,,,,
17.2396,29.4634,,,,
17.2371,29.3994,,,,
17.2346,29.3355,,,,
17.2321,29.2718,,,,
17.2296,29.2083,,,,
17.2271,29.1449,,,,
17.2246,29.0817,,,,
17.2221,29.0187,,,,
17.2197,28.9558,,,,
17.2172,28.893,,,,
17.2147,28.8304,,,,
17.2122,28.768,,,,
17.2097,28.7057,,,,
17.2072,28.6436,,,,
17.2047,28.5816,,,,
17.2022,28.5198,,,,
17.1997,28.4582,,,,
17.1972,28.3967,,,,
17.1947,28.3353,,,,
17.1922,28.2741,,,,
17.1897,28.2131,,,,
17.1872,28.1522,,,,
17.1847,28.0915,,,,
17.1822,28.0309,,,,
17.1798,27.9704,,,,
17.1773,27.9101,,,,
17.1748,27.85,,,,
17.1723,27.79,,,,
17.1698,27.7302,,,,
17.1673,27.6705,,,,
17.1648,27.6109,,,,
17.1623,27.5516,,,,
17.1598,27.4923,,,,
17.1573,27.4332,,,,
17.1548,27.3743,,,,
17.1523,27.3155,,,,
17.1498,27.2568,,,,
17.1473,27.1983,,,,
17.1448,27.1399,,,,
17.1423,27.0817,,,,
17.1399,27.0236,,,,
17.1374,26.9657,,,,
17.1349,26.9079,,,,
17.1324,26.8503,,,,
17.1299,26.7928,,,,
17.1274,26.7354,,,,
17.1249,26.6782,,,,
17.1224,26.6211,,,,
17.1199,26.5642,,,,
17.1174,26.5074,,,,
17.1149,26.4508,,,,
17.1124,26.3943,,,,
17.1099,26.3379,,,,
17.1074,26.2817,,,,
17.1049,26.2256,,,,
17.1024,26.1696,,,,
17.0999,26.1138,,,,
17.0975,26.0582,,,,
17.095,26.0026,,,,
17.0925,25.9472,,,,
17.09,25.892,,,,
17.0875,25.8369,,,,
17.085,25.7819,,,,
17.0825,25.727,,,,
17.08,25.6723,,,,
17.0301,24.6047,,,,
16.9801,23.5886,,,,
16.9302,22.6212,,,,
16.8802,21.6998,,,,
16.8303,20.822,,,,
16.7804,19.9853,,,,
16.7304,19.1872,,,,
16.6805,18.4255,,,,
16.6305,17.6981,,,,
16.5806,17.0027,,,,
16.5306,16.3375,,,,
16.4807,15.7005,,,,
16.4308,15.0899,,,,
16.3808,14.5038,,,,
16.3309,13.9407,,,,
16.2809,13.399,,,,
16.231,12.877,,,,
16.1811,12.3734,,,,
16.1311,11.8868,,,,
16.0812,11.4158,,,,
16.0312,10.9593,,,,
15.9813,10.5161,,,,
15.9313,10.085,,,,
15.8814,9.66508,,,,
15.8315,9.25529,,,,
15.7815,8.85472,,,,
15.7316,8.46251,,,,
15.6816,8.07785,,,,
15.6317,7.69999,,,,
15.5818,7.32823,,,,
15.5318,6.96192,,,,
15.4819,6.60046,,,,
15.4319,6.2433,,,,
15.382,5.88993,,,,
